dataset,k,temperature,alpha,max_depth,accuracy,f1_score,precision,recall,timestamp
uci,23,5,0.3,4,0.8113333333333334,0.7808186367683281,0.7917572266816002,0.8113333333333334,2025-09-29T01:17:23.816578
uci,23,5,0.2,7,0.809,0.7945681147405074,0.7913530845286018,0.809,2025-09-29T01:17:23.828449
uci,23,5,0.2,8,0.8143333333333334,0.7917096009066282,0.7951541772982674,0.8143333333333334,2025-09-29T01:17:23.834780
uci,23,5,0.3,5,0.8118333333333333,0.7899756956552305,0.7918376397651142,0.8118333333333333,2025-09-29T01:17:23.859387
uci,23,5,0.3,6,0.8125,0.7910198033868497,0.7927884385982382,0.8125,2025-09-29T01:17:23.879515
uci,23,5,0.3,7,0.809,0.7945681147405074,0.7913530845286018,0.809,2025-09-29T01:17:23.897750
uci,23,5,0.3,8,0.8143333333333334,0.7917096009066282,0.7951541772982674,0.8143333333333334,2025-09-29T01:17:23.912255
uci,23,5,0.4,4,0.8113333333333334,0.7808186367683281,0.7917572266816002,0.8113333333333334,2025-09-29T01:17:23.918789
uci,23,5,0.4,5,0.8118333333333333,0.7899756956552305,0.7918376397651142,0.8118333333333333,2025-09-29T01:17:23.942597
uci,23,5,0.4,6,0.8125,0.7910198033868497,0.7927884385982382,0.8125,2025-09-29T01:17:23.958752
uci,23,5,0.4,7,0.809,0.7945681147405074,0.7913530845286018,0.809,2025-09-29T01:17:23.975720
uci,23,5,0.4,8,0.8143333333333334,0.7917096009066282,0.7951541772982674,0.8143333333333334,2025-09-29T01:17:23.985643
uci,23,5,0.5,4,0.8113333333333334,0.7808186367683281,0.7917572266816002,0.8113333333333334,2025-09-29T01:17:24.005527
uci,23,5,0.5,5,0.8118333333333333,0.7899756956552305,0.7918376397651142,0.8118333333333333,2025-09-29T01:17:24.023442
uci,23,5,0.5,6,0.8125,0.7910198033868497,0.7927884385982382,0.8125,2025-09-29T01:17:24.041352
uci,23,5,0.5,7,0.809,0.7945681147405074,0.7913530845286018,0.809,2025-09-29T01:17:24.052076
uci,23,5,0.5,8,0.8143333333333334,0.7917096009066282,0.7951541772982674,0.8143333333333334,2025-09-29T01:17:24.076870
