dataset,k,temperature,alpha,max_depth,accuracy,f1_score,precision,recall,timestamp
uci,,1,0.0,4,0.8061666666666667,0.7913923128275089,0.7878629656911248,0.8061666666666667,2025-10-09T21:07:19.520515
uci,,1,0.0,5,0.8108333333333333,0.7789395929095392,0.791402932999722,0.8108333333333333,2025-10-09T21:07:19.607180
uci,,1,0.0,6,0.8071666666666667,0.7839334048990594,0.7853035974511213,0.8071666666666667,2025-10-09T21:07:19.689386
uci,,1,0.0,7,0.8058333333333333,0.7766946873744434,0.7828165793052735,0.8058333333333333,2025-10-09T21:07:19.729871
uci,,1,0.0,8,0.7993333333333333,0.7732003845990643,0.7738383307250913,0.7993333333333333,2025-10-09T21:07:19.778720
uci,,1,0.1,4,0.8058333333333333,0.7904275349899524,0.7870533219088969,0.8058333333333333,2025-10-09T21:07:19.810150
uci,,1,0.1,5,0.8115,0.7784549601442508,0.7930547187058052,0.8115,2025-10-09T21:07:19.844709
uci,,1,0.1,6,0.8065,0.7829748211893147,0.7843372841240979,0.8065,2025-10-09T21:07:19.881813
uci,,1,0.1,7,0.8056666666666666,0.7823056485433,0.7832528560856211,0.8056666666666666,2025-10-09T21:07:19.923667
uci,,1,0.1,8,0.8056666666666666,0.7875812289001423,0.7852848256465347,0.8056666666666666,2025-10-09T21:07:19.973561
uci,,1,0.2,4,0.8058333333333333,0.7904275349899524,0.7870533219088969,0.8058333333333333,2025-10-09T21:07:20.004836
uci,,1,0.2,5,0.8115,0.7784549601442508,0.7930547187058052,0.8115,2025-10-09T21:07:20.038575
uci,,1,0.2,6,0.8065,0.7829748211893147,0.7843372841240979,0.8065,2025-10-09T21:07:20.076422
uci,,1,0.2,7,0.8056666666666666,0.7823056485433,0.7832528560856211,0.8056666666666666,2025-10-09T21:07:20.119620
uci,,1,0.2,8,0.8056666666666666,0.7875812289001423,0.7852848256465347,0.8056666666666666,2025-10-09T21:07:20.170084
uci,,1,0.3,4,0.8058333333333333,0.7904275349899524,0.7870533219088969,0.8058333333333333,2025-10-09T21:07:20.201052
uci,,1,0.3,5,0.8115,0.7784549601442508,0.7930547187058052,0.8115,2025-10-09T21:07:20.234962
uci,,1,0.3,6,0.8065,0.7829748211893147,0.7843372841240979,0.8065,2025-10-09T21:07:20.273279
uci,,1,0.3,7,0.8056666666666666,0.7823056485433,0.7832528560856211,0.8056666666666666,2025-10-09T21:07:20.316750
uci,,1,0.3,8,0.8056666666666666,0.7875812289001423,0.7852848256465347,0.8056666666666666,2025-10-09T21:07:20.369879
uci,,1,0.4,4,0.8058333333333333,0.7904275349899524,0.7870533219088969,0.8058333333333333,2025-10-09T21:07:20.401820
uci,,1,0.4,5,0.8115,0.7784549601442508,0.7930547187058052,0.8115,2025-10-09T21:07:20.436724
uci,,1,0.4,6,0.8065,0.7829748211893147,0.7843372841240979,0.8065,2025-10-09T21:07:20.475218
uci,,1,0.4,7,0.8056666666666666,0.7823056485433,0.7832528560856211,0.8056666666666666,2025-10-09T21:07:20.517440
uci,,1,0.4,8,0.8056666666666666,0.7875812289001423,0.7852848256465347,0.8056666666666666,2025-10-09T21:07:20.567932
uci,,1,0.5,4,0.8058333333333333,0.7904275349899524,0.7870533219088969,0.8058333333333333,2025-10-09T21:07:20.599095
uci,,1,0.5,5,0.8115,0.7784549601442508,0.7930547187058052,0.8115,2025-10-09T21:07:20.635054
uci,,1,0.5,6,0.8065,0.7829748211893147,0.7843372841240979,0.8065,2025-10-09T21:07:20.672753
uci,,1,0.5,7,0.8056666666666666,0.7823056485433,0.7832528560856211,0.8056666666666666,2025-10-09T21:07:20.716456
uci,,1,0.5,8,0.8056666666666666,0.7875812289001423,0.7852848256465347,0.8056666666666666,2025-10-09T21:07:20.770978
uci,,1,0.6,4,0.8058333333333333,0.7904275349899524,0.7870533219088969,0.8058333333333333,2025-10-09T21:07:20.803173
uci,,1,0.6,5,0.8115,0.7784549601442508,0.7930547187058052,0.8115,2025-10-09T21:07:20.837510
uci,,1,0.6,6,0.8065,0.7829748211893147,0.7843372841240979,0.8065,2025-10-09T21:07:20.879122
